datasetid,siteid,sitename,collectionunitid,collectionunit,handle,datasettype,sampleid,samplename,depth,altitude,geography,waterdepth_site,pH,pH_units,water_table_depth,water_table_depth_units
25959,2536,Tannersville Bog,18870,TA17,TANNER17,testate amoebae surface sample,266542,,,279,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-75.27217,41.03345],[-75.25552,41.03345],[-75.25552,41.0443],[-75.27217,41.0443],[-75.27217,41.03345]]]}",,4.55,,25.0,cm
45067,9691,Ballyduff,31968,IR 3,BAL_IR3,testate amoebae surface sample,382651,,,49,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-8.0026,53.07696],[-7.98148,53.07696],[-7.98148,53.08753],[-8.0026,53.08753],[-8.0026,53.07696]]]}",,4.1,Unit,9.0,cm
27618,2504,Splains Lake,20361,SGL4,SGL4,testate amoebae surface sample,273349,,,3167,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-107.08325,38.82933],[-107.07314,38.82933],[-107.07314,38.83395],[-107.08325,38.83395],[-107.08325,38.82933]]]}",,4.199999809,,24.0,cm
25960,2536,Tannersville Bog,18871,TA18,TANNER18,testate amoebae surface sample,266543,,,279,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-75.27217,41.03345],[-75.25552,41.03345],[-75.25552,41.0443],[-75.27217,41.0443],[-75.27217,41.03345]]]}",,4.71,,23.5,cm
45068,9691,Ballyduff,31969,IR 4,BAL_IR4,testate amoebae surface sample,382652,,,49,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-8.0026,53.07696],[-7.98148,53.07696],[-7.98148,53.08753],[-8.0026,53.08753],[-8.0026,53.07696]]]}",,4.1,Unit,5.0,cm
27186,1118,Keystone Iron Fen,19934,KS3,KS3,testate amoebae surface sample,272784,,,2881,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-107.03333,38.865]}",,3.5,,13.0,cm
25961,2536,Tannersville Bog,18872,TA19,TANNER19,testate amoebae surface sample,266544,,,279,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-75.27217,41.03345],[-75.25552,41.03345],[-75.25552,41.0443],[-75.27217,41.0443],[-75.27217,41.03345]]]}",,4.59,,19.5,cm
45069,9691,Ballyduff,31970,IR 5,BAL_IR5,testate amoebae surface sample,382653,,,49,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-8.0026,53.07696],[-7.98148,53.07696],[-7.98148,53.08753],[-8.0026,53.08753],[-8.0026,53.07696]]]}",,4.05,Unit,5.0,cm
25962,2536,Tannersville Bog,18873,TA20,TANNER20,testate amoebae surface sample,266545,,,279,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-75.27217,41.03345],[-75.25552,41.03345],[-75.25552,41.0443],[-75.27217,41.0443],[-75.27217,41.03345]]]}",,4.57,,17.0,cm
45070,9691,Ballyduff,31971,IR 7,BAL_IR6,testate amoebae surface sample,382654,,,49,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-8.0026,53.07696],[-7.98148,53.07696],[-7.98148,53.08753],[-8.0026,53.08753],[-8.0026,53.07696]]]}",,4.25,Unit,10.0,cm
27619,2504,Splains Lake,20362,SGL5,SGL5,testate amoebae surface sample,273350,,,3167,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-107.08325,38.82933],[-107.07314,38.82933],[-107.07314,38.83395],[-107.08325,38.83395],[-107.08325,38.82933]]]}",,4.099999905,,22.0,cm
