datasetid,datasettype,datasetname,siteid,sitename,collectionunitid,collectionunit,handle,unittype,geography,altitude,doi
27041,testate amoebae surface sample,,16889,Grand Traverse Bay,19791,832bda,832BDA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/m72y-0f48
27042,testate amoebae surface sample,,16889,Grand Traverse Bay,19792,832cda,832CDA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/v8n2-xp16
27043,testate amoebae surface sample,,16889,Grand Traverse Bay,19793,833ada,833ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/w9ha-v787
27044,testate amoebae surface sample,,16889,Grand Traverse Bay,19794,835ada,835ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/h78a-6h05
27045,testate amoebae surface sample,,16889,Grand Traverse Bay,19795,837bda,837BDA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/tk9x-m376
27046,testate amoebae surface sample,,16889,Grand Traverse Bay,19796,840ada,840ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/es52-qe47
27047,testate amoebae surface sample,,16889,Grand Traverse Bay,19797,842ada,842ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/twe9-5r48
27048,testate amoebae surface sample,,16889,Grand Traverse Bay,19798,843ada,843ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/d695-m249
27049,testate amoebae surface sample,,16889,Grand Traverse Bay,19799,844ada,844ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/fwmw-ep56
27050,testate amoebae surface sample,,16889,Grand Traverse Bay,19800,849ada,849ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/55wx-dq94
27051,testate amoebae surface sample,,16889,Grand Traverse Bay,19801,850ada,850ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/xbvb-y265
27052,testate amoebae surface sample,,16889,Grand Traverse Bay,19802,850bda,850BDA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/k967-4a87
27053,testate amoebae surface sample,,16889,Grand Traverse Bay,19803,850cda,850CDA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/2yp9-zs32
27054,testate amoebae surface sample,,16889,Grand Traverse Bay,19804,851ada,851ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/5mfm-vw94
27055,testate amoebae surface sample,,16889,Grand Traverse Bay,19805,853ada,853ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/wyxz-v468
27056,testate amoebae surface sample,,16889,Grand Traverse Bay,19806,854ada,854ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/9610-5006
27057,testate amoebae surface sample,,16889,Grand Traverse Bay,19807,856ada,856ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/tbyy-q622
27058,testate amoebae surface sample,,16889,Grand Traverse Bay,19808,857ada,857ADA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/59yp-2m98
27059,testate amoebae surface sample,,16889,Grand Traverse Bay,19809,833Z00,833Z00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/1nde-qm63
27060,testate amoebae surface sample,,16889,Grand Traverse Bay,19810,834Z00,834Z00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/d29w-0q95
27061,testate amoebae surface sample,,16889,Grand Traverse Bay,19811,838?Z00,838Z00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/60aj-8288
27062,testate amoebae surface sample,,16889,Grand Traverse Bay,19812,839?Y00,839Y00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/vp87-gs73
27063,testate amoebae surface sample,,16889,Grand Traverse Bay,19813,839?Z00,839Z00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/9gfn-tc75
27064,testate amoebae surface sample,,16889,Grand Traverse Bay,19814,840?X00,840X00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/ah19-7y14
27065,testate amoebae surface sample,,16889,Grand Traverse Bay,19815,840?Y00,840Y00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/f991-8v83
27066,testate amoebae surface sample,,16889,Grand Traverse Bay,19816,840?Z00,840Z00,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.2618,47.15062],[-88.24116,47.15062],[-88.24116,47.17688],[-88.2618,47.17688],[-88.2618,47.15062]]]}",189,10.21233/qb9y-0514
27067,testate amoebae surface sample,,16890,Henderson Peatland B,19817,HENB1,HENB1,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/bx38-e850
27068,testate amoebae surface sample,,16890,Henderson Peatland B,19818,HENB2,HENB2,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/t2fm-5m61
27069,testate amoebae surface sample,,16890,Henderson Peatland B,19819,HENB3,HENB3,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/pmq1-j095
27070,testate amoebae surface sample,,16890,Henderson Peatland B,19820,HENB4,HENB4,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/tyj3-qv45
27071,testate amoebae surface sample,,16890,Henderson Peatland B,19821,HENB5,HENB5,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/hdv4-ja85
27072,testate amoebae surface sample,,16890,Henderson Peatland B,19822,HENB6,HENB6,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/94gc-ae35
27073,testate amoebae surface sample,,16890,Henderson Peatland B,19823,HENB7,HENB7,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/6sty-8x29
27074,testate amoebae surface sample,,16890,Henderson Peatland B,19824,HENB8,HENB8,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-106.5764,39.37425],[-106.57408,39.37425],[-106.57408,39.37574],[-106.5764,39.37574],[-106.5764,39.37425]]]}",3216,10.21233/ha0v-4a82;10.21233/rmqf-7r84
27075,testate amoebae surface sample,,16891,Herron Peatland,19825,AL01,AL01,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/918e-qj13
27076,testate amoebae surface sample,,16891,Herron Peatland,19826,AL02,AL02,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/a4tr-w928
27077,testate amoebae surface sample,,16891,Herron Peatland,19827,AL03,AL03,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/1dz0-v989
27078,testate amoebae surface sample,,16891,Herron Peatland,19828,AL04,AL04,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/ejb0-ng37
27079,testate amoebae surface sample,,16891,Herron Peatland,19829,AL05,AL05,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/5225-1264
27080,testate amoebae surface sample,,16891,Herron Peatland,19830,AL06,AL06,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/6pcn-kk50;10.21233/f5c2-qa27
27081,testate amoebae surface sample,,16891,Herron Peatland,19831,AL07,AL07,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/63zm-kw98
27082,testate amoebae surface sample,,16891,Herron Peatland,19832,AL08,AL08,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/m6w1-1e61
27083,testate amoebae surface sample,,16891,Herron Peatland,19833,AL09,AL09,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/zhe2-2509
27084,testate amoebae surface sample,,16891,Herron Peatland,19834,AL10,AL10,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-83.64364,45.10206],[-83.63025,45.10206],[-83.63025,45.11454],[-83.64364,45.11454],[-83.64364,45.10206]]]}",213,10.21233/d5tx-9681
27099,testate amoebae surface sample,,16892,Hornet Peatland,19849,HO01,HO01,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/vq9s-9c38
27100,testate amoebae surface sample,,16892,Hornet Peatland,19850,HO02,HO02,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/z4rk-g192
27101,testate amoebae surface sample,,16892,Hornet Peatland,19851,HO03,HO03,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/8xeq-aw72
27102,testate amoebae surface sample,,16892,Hornet Peatland,19852,HO04,HO04,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/tzxy-6191
27103,testate amoebae surface sample,,16892,Hornet Peatland,19853,HO05,HO05,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/kh3b-7330
27104,testate amoebae surface sample,,16892,Hornet Peatland,19854,HO06,HO06,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/k3bv-w771
27105,testate amoebae surface sample,,16892,Hornet Peatland,19855,HO07,HO07,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/7xkk-1b56
27106,testate amoebae surface sample,,16892,Hornet Peatland,19856,HO08,HO08,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/9eys-xc82
27107,testate amoebae surface sample,,16892,Hornet Peatland,19857,HO09,HO09,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/mwjh-pk31
27108,testate amoebae surface sample,,16892,Hornet Peatland,19858,HO10,HO10,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/gece-wf51
27109,testate amoebae surface sample,,16892,Hornet Peatland,19859,HO11,HO11,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/7ecs-6c45
27110,testate amoebae surface sample,,16892,Hornet Peatland,19860,HO12,HO12,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/f0ap-2c40
27111,testate amoebae surface sample,,16892,Hornet Peatland,19861,HO13,HO13,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/fstp-tr54
27112,testate amoebae surface sample,,16892,Hornet Peatland,19862,HO14,HO14,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/8mh4-3z63
27113,testate amoebae surface sample,,16892,Hornet Peatland,19863,HO15,HO15,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-92.12137,46.07614],[-92.11973,46.07614],[-92.11973,46.07721],[-92.12137,46.07721],[-92.12137,46.07614]]]}",282,10.21233/q0cc-d311
27114,testate amoebae surface sample,,16893,Independence Peatland,19864,IB20E114:18,IB20EA,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/gdfb-7g14
27115,testate amoebae surface sample,,16893,Independence Peatland,19865,IB20E123:18.6,IB20EB,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/5g0y-kw56
27116,testate amoebae surface sample,,16893,Independence Peatland,19866,IB20E29:10,IB20EC,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/vec4-am55
27117,testate amoebae surface sample,,16893,Independence Peatland,19867,IB20E68:24,IB20ED,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/gjsp-6h36
27118,testate amoebae surface sample,,16893,Independence Peatland,19868,IB20E72:23.7,IB20EE,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/whr3-2m33
27119,testate amoebae surface sample,,16893,Independence Peatland,19869,IB20E84:18.3,IB20EF,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/t21b-6n82
27120,testate amoebae surface sample,,16893,Independence Peatland,19870,IB20E95:19,IB20EG,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/k6wy-ap95
27121,testate amoebae surface sample,,16893,Independence Peatland,19871,IB20W119:11.2,IB20WH,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/5bvk-2b25
27122,testate amoebae surface sample,,16893,Independence Peatland,19872,IB20W137:9,IB20WI,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/ghm8-8q96
27123,testate amoebae surface sample,,16893,Independence Peatland,19873,IB20W55:1.3,IB20WJ,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/b2mh-xz39
27124,testate amoebae surface sample,,16893,Independence Peatland,19874,IB20W55:17.6,IB20WK,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/2e1h-w484
27125,testate amoebae surface sample,,16893,Independence Peatland,19875,IB20W65:9.3,IB20WL,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/q89y-9965
27126,testate amoebae surface sample,,16893,Independence Peatland,19876,IB20W84:16.2,IB20WM,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/a6zt-dp78
27127,testate amoebae surface sample,,16893,Independence Peatland,19877,IBCL104:14.9,IBCLM,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/q5ss-0z69
27128,testate amoebae surface sample,,16893,Independence Peatland,19878,IBCL115:-1,IBCLN,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/8bq3-2f79
27129,testate amoebae surface sample,,16893,Independence Peatland,19879,IBCL117:12.5,IBCLO,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/w7dj-8553
27130,testate amoebae surface sample,,16893,Independence Peatland,19880,IBCL124:15,IBCLP,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-88.01213,47.41834],[-88.0096,47.41834],[-88.0096,47.41968],[-88.01213,47.41968],[-88.01213,47.41834]]]}",303,10.21233/xvz4-cr73
