datasetid,datasettype,datasetname,siteid,sitename,collectionunitid,collectionunit,handle,unittype,geography,altitude,doi
45051,testate amoebae surface sample,,26009,Butterburn Flow,31952,GB 5,BUT_GB5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/50sm-a091
45052,testate amoebae surface sample,,26009,Butterburn Flow,31953,GB 6,BUT_GB6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/57pm-ek41
45053,testate amoebae surface sample,,26009,Butterburn Flow,31954,GB 7,BUT_GB7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/rcz2-ng88
45054,testate amoebae surface sample,,26009,Butterburn Flow,31955,GB 8,BUT_GB8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/98hv-9e11
45055,testate amoebae surface sample,,26009,Butterburn Flow,31956,GB 9,BUT_GB9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/z9h6-ng41
45056,testate amoebae surface sample,,26009,Butterburn Flow,31957,GB 10,BUT_GB10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/6xb7-ga28
45057,testate amoebae surface sample,,26009,Butterburn Flow,31958,GB 11,BUT_GB11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/drev-yb03
45058,testate amoebae surface sample,,26009,Butterburn Flow,31959,GB 12,BUT_GB12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/g66s-7150
45059,testate amoebae surface sample,,26009,Butterburn Flow,31960,GB 13,BUT_GB13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/e6g1-rc85
45060,testate amoebae surface sample,,26009,Butterburn Flow,31961,GB 14,BUT_GB14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/07ds-ng89
45061,testate amoebae surface sample,,26009,Butterburn Flow,31962,GB 15,BUT_GB15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/pct6-2254
45062,testate amoebae surface sample,,26009,Butterburn Flow,31963,GB 16,BUT_GB16,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/q6vj-a620
45063,testate amoebae surface sample,,26009,Butterburn Flow,31964,GB 17,BUT_GB17,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/2g76-qw40
45064,testate amoebae surface sample,,26009,Butterburn Flow,31965,GB 18,BUT_GB18,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.5124,55.0759]}",287,10.21233/j89p-gm44
45146,testate amoebae surface sample,,26042,Ilkley Moor,32033,IM41,ILK_IM41,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/dszw-j859
45147,testate amoebae surface sample,,26042,Ilkley Moor,32034,IM42,ILK_IM42,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/cz7g-v723
45148,testate amoebae surface sample,,26042,Ilkley Moor,32035,IM43,ILK_IM43,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/5y8q-wx18
45149,testate amoebae surface sample,,26042,Ilkley Moor,32036,IM44,ILK_IM44,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/e18m-2365
45150,testate amoebae surface sample,,26042,Ilkley Moor,32037,IM45,ILK_IM45,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/rzw4-jc45
45151,testate amoebae surface sample,,26042,Ilkley Moor,32038,IM46,ILK_IM46,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/3cmw-az47
45152,testate amoebae surface sample,,26042,Ilkley Moor,32039,IM47,ILK_IM47,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/qqc5-qd32
45153,testate amoebae surface sample,,26042,Ilkley Moor,32040,IM48,ILK_IM48,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/r8q0-f191
45154,testate amoebae surface sample,,26042,Ilkley Moor,32041,IM49,ILK_IM49,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/v83h-4c14
45155,testate amoebae surface sample,,26042,Ilkley Moor,32042,IM50,ILK_IM50,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/pqab-fy51
45156,testate amoebae surface sample,,26042,Ilkley Moor,32043,IM51,ILK_IM51,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/ge69-4w86
45157,testate amoebae surface sample,,26042,Ilkley Moor,32044,IM52,ILK_IM52,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/qsgz-vw33
45158,testate amoebae surface sample,,26042,Ilkley Moor,32045,IM53,ILK_IM53,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/9ehb-9403
45159,testate amoebae surface sample,,26042,Ilkley Moor,32046,IM54,ILK_IM54,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/dx63-zw21
45160,testate amoebae surface sample,,26042,Ilkley Moor,32047,IM55,ILK_IM55,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/864e-0993
45161,testate amoebae surface sample,,26042,Ilkley Moor,32048,IM56,ILK_IM56,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/p7q6-y598
45162,testate amoebae surface sample,,26042,Ilkley Moor,32049,IM57,ILK_IM57,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-1.8241,53.89417]}",339,10.21233/xqns-xk18
45411,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32224,1,MUKH1,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/g9m1-xv25
45412,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32225,2,MUKH2,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/w6ye-yw38
45413,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32226,3,MUKH3,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/z3d6-zs13
45414,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32227,4,MUKH4,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/rynf-1541
45415,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32228,5,MUKH5,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/1bqf-jc58
45416,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32229,6,MUKH6,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/4mdw-9m48
45417,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32230,7,MUKH7,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/sf0m-c436
45418,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32231,8,MUKH8,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/4rwg-yn32
45419,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32232,9,MUKH9,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/5y77-z706
45420,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32233,10,MUKH10,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/9cgm-je58
45421,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32234,11,MUKH11,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/rsp8-1849
45422,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32235,12,MUKH12,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/3k4g-vq72
45423,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32236,13,MUKH13,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/bqbc-vz80
45424,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32237,14,MUKH14,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/atby-8961
45425,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32238,15,MUKH15,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/tahk-7055
45426,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32239,16,MUKH16,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/dr5b-8g35
45427,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32240,17,MUKH17,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/08mc-bd32
45428,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32241,18,MUKH18,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/1jz0-gg64
45429,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32242,19,MUKH19,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/fpm8-7553
45430,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32243,20,MUKH20,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/djt9-ge63
45431,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32244,21,MUKH21,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/52h4-zr30
45432,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32245,22,MUKH22,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/rbsc-b237
45433,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32246,23,MUKH23,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/1kkq-zr28
45434,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32247,24,MUKH24,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/t448-x877
45435,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32248,25,MUKH25,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/ex3y-k122
45436,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32249,26,MUKH26,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/ahp0-3b40
45437,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32250,27,MUKH27,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/np4h-w616
45438,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32251,28,MUKH28,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/9wgg-0c18;10.21233/9WGG-0C18
45439,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32252,29,MUKH29,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/z5fs-2m97
45440,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32253,30,MUKH30,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/mqyr-8163
45441,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32254,31,MUKH31,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/wvzt-h751
45442,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32255,32,MUKH32,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/p08m-4s67
45443,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32256,33,MUKH33,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/p7sp-3512
45444,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32257,34,MUKH34,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/b0f9-qb88
45445,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32258,35,MUKH35,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/2nd8-2g62
45446,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32259,36,MUKH36,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/963m-vv16
45447,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32260,37,MUKH37,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/danz-5v09
45448,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32261,38,MUKH38,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/dhvz-rj59
45449,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32262,39,MUKH39,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/jehj-n111
45450,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32263,40,MUKH40,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/zdvv-nv81
45451,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32264,41,MUKH41,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/ysn2-k366
45452,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32265,42,MUKH42,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/6hvm-0d44
45453,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32266,43,MUKH43,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/y0az-wp26
45454,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32267,44,MUKH44,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/3an5-2262
45455,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32268,45,MUKH45,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/x24y-db34
45456,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32269,46,MUKH46,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/6nxb-rb16
45457,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32270,47,MUKH47,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/bd73-zq75
45458,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32271,48,MUKH48,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/wq8a-t145
45459,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32272,49,MUKH49,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/h7m3-tv31
45460,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32273,50,MUKH50,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/dtk9-p559
45461,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32274,51,MUKH51,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/n341-8z42
45462,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32275,52,MUKH52,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/1mvv-7e91
45463,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32276,53,MUKH53,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/xw51-9s04
45464,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32277,54,MUKH54,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/sdx2-5679
45465,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32278,55,MUKH55,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/3w7f-6d49
45466,testate amoebae surface sample,,26157,Mukhrino Mire Complex,32279,56,MUKH56,Modern,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[68.67955,60.88818],[68.70358,60.88818],[68.70358,60.89374],[68.67955,60.89374],[68.67955,60.88818]]]}",30,10.21233/mv7z-ep80
